"","Day","Mean Pressure (hPa)","Absolute Daily Max Air Temperature (deg. C)","Mean Air Temperature (deg. C)","Absolute Daily Min Air Temperature (deg. C)","Mean Dew Point (deg. C)","Mean Relative Humidity (%)","Mean Amount of Cloud (%)","Total Rainfall (mm)","Total Bright Sunshine (hours)","Prevailing Wind Direction (degrees)","Mean Wind Speed (km/h)","WeekID","GP","Date"
"1743",9,1010.8,29.2,26.5,25,18.8,63,55,"0",5.3,"30","12.1",249,4.2,2014-10-09
"1744",10,1010.1,30.3,27.1,24.2,18.2,59,43,"0",6.8,"30","18.2",249,4.2,2014-10-10
"1745",11,1010.9,31.4,27.9,25.1,19,59,26,"0",10.1,"30","15.6",250,3.92857142857143,2014-10-11
"1746",12,1013.5,30.9,27.6,25,17.7,56,15,"0",10.5,"30","20.5",250,3.92857142857143,2014-10-12
"1747",13,1016.2,29.9,26.3,23.8,16.1,54,29,"0",9.4,"30","28.8",250,3.92857142857143,2014-10-13
"1748",14,1017.6,28.7,25.5,23,16.9,60,49,"Trace",8,"30","24.3",250,3.92857142857143,2014-10-14
"1749",15,1017.3,28.4,25.3,22.8,18.8,68,36,"0",9.7,"80","22",250,3.92857142857143,2014-10-15
"1750",16,1017.9,27.6,25.4,23.9,18.6,67,41,"Trace",8.8,"100","34.7",250,3.92857142857143,2014-10-16
"1751",17,1017.5,28,25,23.4,18.2,66,26,"0",10,"100","33.1",250,3.92857142857143,2014-10-17
"1752",18,1016.3,28.3,25.4,23.1,19.4,70,33,"0",10.4,"100","30",251,5.15714285714286,2014-10-18
"1753",19,1015.8,28.5,25.8,24.5,20.6,74,46,"Trace",7,"100","29.9",251,5.15714285714286,2014-10-19
"1754",20,1015,29.4,26.5,25,22,77,50,"0",8.3,"100","20.5",251,5.15714285714286,2014-10-20
"1755",21,1015.2,30.4,27.3,24.6,21,70,61,"Trace",6.7,"50","5",251,5.15714285714286,2014-10-21
"1756",22,1015.2,30.6,27.3,23.4,20.9,69,58,"56.4",8.1,"40","21",251,5.15714285714286,2014-10-22
"1757",23,1016.2,25.7,24.8,23.9,21.3,81,86,"0.2",0,"100","34.8",251,5.15714285714286,2014-10-23
"1758",24,1016.3,26,24.8,24.2,20.6,78,81,"0",1.1,"100","29.1",251,5.15714285714286,2014-10-24
"1759",25,1016.6,26,25,24.1,21.1,79,80,"0",1.3,"90","27.2",252,5.48571428571429,2014-10-25
"1760",26,1016.8,28.3,25.8,24.4,21.8,79,88,"0.1",4,"90","20.8",252,5.48571428571429,2014-10-26
"1761",27,1016.4,28.7,26.1,24.4,21.7,77,60,"0",8.2,"100","28.1",252,5.48571428571429,2014-10-27
"1762",28,1016.8,26.8,25.1,23.7,19.1,70,71,"Trace",6.7,"100","48.7",252,5.48571428571429,2014-10-28
"1763",29,1017,27.7,25.2,23.9,20.3,75,72,"Trace",7.5,"100","33.5",252,5.48571428571429,2014-10-29
"1764",30,1015.8,27.5,25.5,24.5,21.5,79,55,"0",7.3,"100","28.6",252,5.48571428571429,2014-10-30
"1765",31,1014.1,28.1,25.6,24.3,21.7,79,54,"0",7.6,"100","16.1",252,5.48571428571429,2014-10-31
"1766",1,1013,28.6,25.6,23.9,21.8,79,19,"0",10.1,"110","6.7",253,6.05714285714286,2014-11-01
"1767",2,1015.2,27.4,25.3,22.9,19.6,71,56,"Trace",5.6,"30","31.2",253,6.05714285714286,2014-11-02
"1768",3,1017.4,22.9,21.7,21,15.3,67,88,"Trace",0,"30","27.8",253,6.05714285714286,2014-11-03
"1769",4,1017.5,23.5,22.8,21.9,18,75,88,"Trace",0,"100","26.3",253,6.05714285714286,2014-11-04
"1770",5,1017.4,25.2,23.9,23,19.6,77,83,"0",1.3,"100","23.2",253,6.05714285714286,2014-11-05
"1771",6,1017,26.5,24.1,22.7,20.7,82,79,"0.1",3.8,"110","15.5",253,6.05714285714286,2014-11-06
"1772",7,1017.1,24,22.9,22.1,21.1,90,88,"11.8",0,"100","40.5",253,6.05714285714286,2014-11-07
"1773",8,1017.9,22.1,20.5,19.3,19.4,94,88,"18",0,"40","33.5",254,5.9,2014-11-08
"1774",9,1018.3,23.9,22.2,20.2,18.8,81,84,"Trace",2.6,"100","26.9",254,5.9,2014-11-09
"1775",10,1017.3,24.7,23.3,22.6,19.4,79,64,"Trace",6,"100","30",254,5.9,2014-11-10
"1776",11,1016.6,25,23.6,22.8,20.1,81,86,"0",1.3,"90","24.9",254,5.9,2014-11-11
"1777",12,1017.4,24.3,22.6,20,19,81,88,"Trace",0.7,"40","22.8",254,5.9,2014-11-12
"1778",13,1020.2,21.3,19.8,18.6,15.8,78,88,"Trace",0.1,"30","29.4",254,5.9,2014-11-13
"1779",14,1019.9,23,20.9,18.9,16.3,75,72,"Trace",3.4,"70","27.3",254,5.9,2014-11-14
"1780",15,1019.7,24.1,21.9,20,17.1,74,28,"0.4",10.1,"90","36.1",255,4.4,2014-11-15
"1781",16,1017.8,25.8,22.6,20.3,17.3,73,24,"0",9.8,"80","15.1",255,4.4,2014-11-16
"1782",17,1019.3,24.3,21.1,19.2,14.2,65,19,"0",9.8,"030#","31.0#",255,4.4,2014-11-17
"1783",18,1021.5,23.5,20.7,18.1,13.7,65,59,"Trace",7.8,"30","27.7",255,4.4,2014-11-18
"1784",19,1020.7,23.7,21.2,19.1,15.2,69,45,"Trace",7.6,"90","26.1",255,4.4,2014-11-19
"1785",20,1018.4,23.4,21.5,20.2,16.4,73,40,"0",9.7,"100","30.5",255,4.4,2014-11-20
"1786",21,1017,24.5,22.1,20.5,17.4,75,45,"0",9.8,"90","23.3",255,4.4,2014-11-21
"1787",22,1016.5,24.6,22.4,20.7,18.7,80,40,"0",9.8,"100","23",256,6.52857142857143,2014-11-22
"1788",23,1016.8,24.9,22.8,21.8,19.1,80,43,"0",7,"90","27",256,6.52857142857143,2014-11-23
"1789",24,1015.4,25.7,23.4,21.6,19.1,77,38,"0",7.2,"80","19.1",256,6.52857142857143,2014-11-24
"1790",25,1013.4,26.9,24,21.9,20.2,80,37,"0",9,"40","7.2",256,6.52857142857143,2014-11-25
"1791",26,1013.6,24.8,23.4,22.5,19.7,80,73,"0",4.7,"100","21.5",256,6.52857142857143,2014-11-26
"1792",27,1015.2,23,22.2,21.4,19.2,83,89,"0.4",0.1,"90","30.6",256,6.52857142857143,2014-11-27
"1793",28,1014.7,25,23.3,21.9,20.2,83,81,"Trace",2.8,"90","21.8",256,6.52857142857143,2014-11-28
"1794",29,1013.4,24.2,23.5,23.1,21.2,87,88,"0.2",0.1,"100","26.5",257,7.07142857142857,2014-11-29
"1795",30,1012.9,26,24,22.9,22.4,91,86,"0.2",1.2,"90","18.2",257,7.07142857142857,2014-11-30
"1796",1,1016.3,23.9,19.7,15.5,15.7,78,88,"3.1",0,"30","37.3",257,7.07142857142857,2014-12-01
"1797",2,1019.5,17.6,16.4,14.5,13.9,86,88,"4.5",0,"70","35",257,7.07142857142857,2014-12-02
"1798",3,1017.4,19.3,18.3,16.7,16,86,88,"1.7",0,"90","35.9",257,7.07142857142857,2014-12-03
"1799",4,1020.9,18.7,14.8,13.5,11.3,80,94,"5.4",0,"30","42.4",257,7.07142857142857,2014-12-04
"1800",5,1022.3,16.8,15.1,12.9,8.5,65,83,"0.5",0.5,"40","26.8",257,7.07142857142857,2014-12-05
"1801",6,1020.1,18.8,17.6,15.9,11.9,69,85,"Trace",2.3,"90","39.7",258,5.55714285714286,2014-12-06
"1802",7,1019.3,18.7,17.8,17,11.7,68,88,"0.1",0,"90","34.5",258,5.55714285714286,2014-12-07
"1803",8,1020.5,20.7,18.3,15.7,12.8,70,73,"0.1",5.3,"30","30.5",258,5.55714285714286,2014-12-08
"1804",9,1021.5,20.8,19.4,17.6,13.7,70,51,"0",9.3,"80","38.7",258,5.55714285714286,2014-12-09
"1805",10,1019.5,21,19.6,17.9,15.6,78,88,"2.1",0,"50","21.7",258,5.55714285714286,2014-12-10
"1806",11,1019.6,21.5,19.5,17.7,12,62,89,"Trace",0.5,"20","25.7",258,5.55714285714286,2014-12-11
"1807",12,1024.2,17.7,15.5,14.4,5.8,53,85,"0",1.7,"10","39.3",258,5.55714285714286,2014-12-12
"1808",13,1025.6,17.6,14.6,12.1,4.8,52,41,"0",9.5,"20","25.8",259,5.21428571428571,2014-12-13
"1809",14,1023.5,18.9,16,13.3,8.6,62,29,"0",9.5,"80","25.7",259,5.21428571428571,2014-12-14
"1810",15,1020.9,20.1,18.6,17,12,66,84,"0",0.1,"50","22",259,5.21428571428571,2014-12-15
"1811",16,1024.6,19,16.8,13.9,4.7,46,43,"0",8.5,"20","44.5",259,5.21428571428571,2014-12-16
"1812",17,1027.1,15.2,13.3,10.8,-4.3,29,21,"0",9.3,"20","39.8",259,5.21428571428571,2014-12-17
"1813",18,1026.4,15.8,14,11.9,2.5,47,80,"0.1",0.3,"30","27.8",259,5.21428571428571,2014-12-18
"1814",19,1024,14.7,13,10.7,10.3,84,90,"14.3",0,"20","29.3",259,5.21428571428571,2014-12-19
"1815",20,1020.8,17.7,14.7,10.8,8.2,66,39,"0.2",9.3,"20","26.6",260,7.25714285714286,2014-12-20
"1816",21,1023.2,18.8,16.3,13.5,7.3,57,33,"0",8.1,"20","36.2",260,7.25714285714286,2014-12-21
"1817",22,1024.3,15.5,13.6,10.9,3.8,52,44,"0",9.1,"60","31.4",260,7.25714285714286,2014-12-22
"1818",23,1021.7,16.3,15.4,14.5,9.3,67,90,"Trace",0.1,"30","25.8",260,7.25714285714286,2014-12-23
"1819",24,1021.4,21.4,18.7,15.8,13.6,73,88,"0",1.2,"20","17.8",260,7.25714285714286,2014-12-24
"1820",25,1020.8,19.1,16.9,15.3,12.8,78,94,"6.7",0,"60","39.9",260,7.25714285714286,2014-12-25
"1821",26,1020.7,17,16.2,15,14.1,88,100,"2.2",0,"70","42.2",260,7.25714285714286,2014-12-26
"1822",27,1021.6,17.7,16.6,15.3,13.5,82,95,"0.5",0,"60","30.2",261,4.65714285714286,2014-12-27
"1823",28,1022.6,16.1,14.5,12.3,11.5,83,72,"3.2",2.3,"10","26.1",261,4.65714285714286,2014-12-28
"1824",29,1020.6,17.9,14,11,6.3,61,10,"0",9.4,"20","21.3",261,4.65714285714286,2014-12-29
"1825",30,1019.8,18.4,14.9,12.8,8.1,65,9,"0",9.5,"20","14.3",261,4.65714285714286,2014-12-30
"1826",31,1021.7,20.4,16.4,13.2,9.9,67,19,"0",9.5,"50","10.5",261,4.65714285714286,2014-12-31
"1827",1,1024.5,19.2,16,13.7,8.3,61,16,"0.0",9.5,"80","24.6",261,4.65714285714286,2015-01-01
"1828",2,1025,17.1,15.2,13.1,10,71,21,"0.0",9.5,"70","32.9",261,4.65714285714286,2015-01-02
"1829",3,1022.3,17.9,15.5,13.2,8.9,65,2,"0.0",9.6,"70","30.5",262,5.64285714285714,2015-01-03
"1830",4,1017,19.6,17.3,15.2,13.2,78,56,"0.0",7.8,"50","22.5",262,5.64285714285714,2015-01-04
"1831",5,1014.5,20.7,19,18.1,15.7,81,88,"0.0",0.6,"40","18.7",262,5.64285714285714,2015-01-05
"1832",6,1014.8,23.9,20.2,18.2,17.4,84,49,"0.0",7.8,"40","9.2",262,5.64285714285714,2015-01-06
"1833",7,1019.7,19.2,18.1,16.2,14.2,79,70,"0.1",0,"20","21.4",262,5.64285714285714,2015-01-07
"1834",8,1025.1,18,15.7,13.6,9.7,68,32,"0.0",8.9,"20","26.3",262,5.64285714285714,2015-01-08
"1835",9,1025,17.5,15.5,14.1,9.9,70,34,"0.0",8.4,"60","25.1",262,5.64285714285714,2015-01-09
"1836",10,1023.4,19.2,16.3,13.9,9.9,67,23,"0.0",9.5,"60","26.9",263,7.4,2015-01-10
"1837",11,1022.3,19.6,16.9,14.9,10.4,66,79,"Trace",3.1,"50","28.9",263,7.4,2015-01-11
"1838",12,1021.5,17.1,14.1,12,11.2,83,89,"14.9",0,"20","38.8",263,7.4,2015-01-12
"1839",13,1020.9,13.9,12.6,11.7,11.2,91,82,"25.8",0.1,"10","23.1",263,7.4,2015-01-13
"1840",14,1022,17.5,13.7,10.3,6.9,65,13,"0.0",9.8,"20","31.6",263,7.4,2015-01-14
"1841",15,1022.7,17.6,14.5,11.4,8.1,66,20,"0.0",9.8,"30","21.5",263,7.4,2015-01-15
"1842",16,1022.4,20.2,16.7,14.5,10.6,68,29,"0.0",9.4,"50","16.6",263,7.4,2015-01-16
"1843",17,1024.1,17.7,15.7,13.5,9.1,65,14,"0.0",9.6,"80","30.6",264,8.27142857142857,2015-01-17
"1844",18,1023.7,19.2,16.2,13.9,8.9,63,28,"0.0",9,"70","24.7",264,8.27142857142857,2015-01-18
"1845",19,1022.4,19.3,15.8,13,6,54,15,"0.0",8.8,"20","26",264,8.27142857142857,2015-01-19
"1846",20,1021.3,18.5,15.9,14.2,9.7,67,45,"0.0",6.8,"70","25.9",264,8.27142857142857,2015-01-20
"1847",21,1020.9,20.4,17.2,14.2,11.4,70,37,"Trace",5.6,"30","6.5",264,8.27142857142857,2015-01-21
"1848",22,1021.5,20.7,17.4,15.3,5.9,48,14,"0.0",9.9,"40","16.2",264,8.27142857142857,2015-01-22
"1849",23,1020.6,19.3,16.3,14.4,10.4,68,31,"0.0",9.9,"50","23.5",264,8.27142857142857,2015-01-23
"1850",24,1019.1,18.5,17,15.8,12.7,76,85,"0.9",1.5,"50","31.9",265,9.91428571428571,2015-01-24
"1851",25,1018.9,19.7,18.2,16.6,14.4,79,81,"Trace",1.5,"40","19.4",265,9.91428571428571,2015-01-25
"1852",26,1018.5,21.5,18.6,16.6,15.5,82,51,"0.0",8.8,"40","16.4",265,9.91428571428571,2015-01-26
"1853",27,1017.9,19.8,18.3,17.2,15.3,82,71,"0.0",4.4,"60","25.5",265,9.91428571428571,2015-01-27
"1854",28,1018.8,18.5,16.9,16.1,12.8,77,75,"Trace",5.2,"70","42.8",265,9.91428571428571,2015-01-28
"1855",29,1019.6,19.5,16.8,14.9,12.9,78,23,"Trace",10,"50","23",265,9.91428571428571,2015-01-29
"1856",30,1021.9,19.6,16.8,15.5,13,79,49,"0.0",3.8,"40","15",265,9.91428571428571,2015-01-30
"1857",31,1025.6,16.5,15.5,14.7,12.3,81,83,"Trace",0.2,"50","29",266,8.72857142857143,2015-01-31
"1858",1,1026.3,17.2,15.3,14.2,11.3,78,83,"Trace",0.7,"60","31.5",266,8.72857142857143,2015-02-01
"1859",2,1025.4,19.1,16.3,14.7,12.2,77,53,"0.0",8.6,"60","29.1",266,8.72857142857143,2015-02-02
"1860",3,1024.6,19.8,17.1,15.5,13.6,80,58,"0.0",8.8,"50","23.3",266,8.72857142857143,2015-02-03
"1861",4,1023.5,17.9,16.2,14.2,12.6,80,80,"0.0",0.3,"70","19",266,8.72857142857143,2015-02-04
"1862",5,1024.9,16.5,14,12.5,6.9,62,84,"Trace",3,"20","29",266,8.72857142857143,2015-02-05
"1863",6,1024.5,15.7,13.4,11,8,70,88,"0.3",1.4,"50","21.9",266,8.72857142857143,2015-02-06
"1864",7,1021.7,18.4,16,14.4,10.9,72,81,"0.0",3.5,"70","19.9",267,10.1428571428571,2015-02-07
"1865",8,1023.2,19.5,16.2,13.9,5.9,51,67,"0.0",8.9,"20","27.8",267,10.1428571428571,2015-02-08
"1866",9,1025.2,17.2,14.9,13.7,9.1,68,34,"0.0",9.2,"70","32",267,10.1428571428571,2015-02-09
"1867",10,1022.2,17.1,14.5,12.8,9.1,70,26,"0.0",9.1,"70","23.3",267,10.1428571428571,2015-02-10
"1868",11,1018.7,18,16,13.6,10.4,70,67,"0.0",4.5,"50","10.7",267,10.1428571428571,2015-02-11
"1869",12,1018.2,21.4,17.3,14.6,8.8,59,49,"0.0",9.7,"50","12.8",267,10.1428571428571,2015-02-12
"1870",13,1018.3,21.5,17.5,14.4,7.4,53,49,"0.0",10.3,"50","20.8",267,10.1428571428571,2015-02-13
"1871",14,1016.9,20.5,18.5,16.8,8.7,53,62,"0.0",4.9,"50","27.4",268,9.8,2015-02-14
"1872",15,1016.2,19.8,18.9,18.1,16.3,85,88,"3.3",0,"30","16.3",268,9.8,2015-02-15
"1873",16,1016.5,21.6,19.7,17.8,17.9,90,68,"0.0",1.6,"40","4.4",268,9.8,2015-02-16
"1874",17,1016.7,21.6,19.2,18.2,16.7,86,79,"Trace",4.2,"40","13.5",268,9.8,2015-02-17
"1875",18,1019.1,19.4,18.1,17.1,14.4,79,86,"Trace",1.4,"50","29",268,9.8,2015-02-18
"1876",19,1020.3,17.9,17.2,16.4,13.3,78,88,"Trace",0.3,"70","39.6",268,9.8,2015-02-19
"1877",20,1018.3,19.1,17.5,15.9,14.8,84,88,"Trace",0.3,"50","31.7",268,9.8,2015-02-20
"1878",21,1015.5,21,19.3,17.6,17.6,90,86,"0.2",0,"30","13.4",269,3.02857142857143,2015-02-21
"1879",22,1016.1,22,20.3,18.9,19.2,93,90,"15.6",0.2,"40","13.7",269,3.02857142857143,2015-02-22
"1880",23,1015.5,19.1,18.6,17.9,17.7,95,93,"10.2",0.4,"40","21.4",269,3.02857142857143,2015-02-23
"1881",24,1014.8,19.6,18.6,17.8,17.7,94,88,"Trace",0.2,"40","19.8",269,3.02857142857143,2015-02-24
"1882",25,1014.1,20.5,19.6,18.9,18.8,95,88,"0.8",0.4,"30","18.8",269,3.02857142857143,2015-02-25
"1883",26,1014.2,23.8,21.4,19.5,19.8,91,71,"0.0",5.4,"40","13.1",269,3.02857142857143,2015-02-26
"1884",27,1015.8,21.5,19.4,17.9,18.3,94,87,"1.2",0,"90","32.7",269,3.02857142857143,2015-02-27
"1885",28,1017.3,19.5,18.3,17.2,16.7,90,89,"0.4",0.2,"50","27.2",270,6.32857142857143,2015-02-28
"1886",1,1019.4,20.4,18.9,17.6,14.1,74,84,"Trace",1.2,"20","16.5",270,6.32857142857143,2015-03-01
"1887",2,1016.4,18.2,17.5,17.1,14.8,84,92,"Trace",0,"70","32.5",270,6.32857142857143,2015-03-02
"1888",3,1012.4,22.5,19.3,17,17.1,87,89,"0.2",1.4,"40","19.5",270,6.32857142857143,2015-03-03
"1889",4,1015.1,18.7,17.2,16.3,15.7,91,92,"0.2",0,"60","31.8",270,6.32857142857143,2015-03-04
"1890",5,1016.6,16.6,16.2,15.7,15.4,95,98,"4.8",0,"70","35.8",270,6.32857142857143,2015-03-05
"1891",6,1017,17.4,16.9,16.4,15.8,94,96,"0.1",0,"50","29.4",270,6.32857142857143,2015-03-06
"1892",7,1018,18.4,17.4,16.6,15.9,91,100,"0.2",0,"50","30.5",271,7.51428571428571,2015-03-07
"1893",8,1017.9,20.3,18.5,16.8,16.1,86,91,"Trace",2.4,"40","24.3",271,7.51428571428571,2015-03-08
"1894",9,1018.5,25.1,21.1,18.1,17.8,82,65,"Trace",7.7,"30","9.8",271,7.51428571428571,2015-03-09
"1895",10,1022.1,19.4,17.7,16.1,12.7,73,75,"Trace",4.1,"80","45.2",271,7.51428571428571,2015-03-10
"1896",11,1021.9,17.6,16.2,15.5,13,81,92,"0.3",0.1,"60","34.2",271,7.51428571428571,2015-03-11
"1897",12,1020.6,16.5,15.7,14.8,14,89,92,"3.7",0,"30","22.3",271,7.51428571428571,2015-03-12
"1898",13,1019.1,18.3,17.2,15.8,12.9,76,92,"0.0",0,"50","29.5",271,7.51428571428571,2015-03-13
"1899",14,1018.4,20.3,19.4,18,16.4,83,91,"Trace",0,"40","22.5",272,5.51428571428571,2015-03-14
"1900",15,1016.5,22.5,20.9,19.6,19.7,93,92,"0.0",0.2,"40","16.3",272,5.51428571428571,2015-03-15
"1901",16,1015.7,23.7,21.8,20.4,20.6,93,91,"Trace",0.8,"40","13.6",272,5.51428571428571,2015-03-16
"1902",17,1013,24.6,22.1,20.7,20.7,92,86,"0.0",1.5,"50","14.2",272,5.51428571428571,2015-03-17
"1903",18,1011.6,26,23,21,21.5,91,86,"0.0",0.8,"40","8.9",272,5.51428571428571,2015-03-18
"1904",19,1013.1,26.4,24,22.3,22,89,68,"0.0",5.1,"50","9.4",272,5.51428571428571,2015-03-19
"1905",20,1015.3,28.3,24,22.1,21.3,86,39,"0.0",8.1,"40","7.6",272,5.51428571428571,2015-03-20
"1906",21,1016.7,25.5,22.9,21,20.3,85,65,"0.0",7.5,"40","7.1",273,4.97142857142857,2015-03-21
"1907",22,1017.9,22.3,21,19.9,17.5,81,85,"0.1",0,"70","32.3",273,4.97142857142857,2015-03-22
"1908",23,1018.9,24.5,20.9,19.2,13.8,64,80,"Trace",2.6,"80","36.2",273,4.97142857142857,2015-03-23
"1909",24,1022.5,22.3,19.8,18.4,15.2,75,86,"0.0",5.4,"80","41.8",273,4.97142857142857,2015-03-24
"1910",25,1024.2,19.1,18.2,17.7,14,76,83,"Trace",0,"70","39.5",273,4.97142857142857,2015-03-25
"1911",26,1024.2,20.5,18.8,17.4,15.3,80,88,"4.2",0,"70","27.4",273,4.97142857142857,2015-03-26
"1912",27,1021.6,23.7,20.3,17.9,18.2,88,86,"14.6",2.4,"30","10.8",273,4.97142857142857,2015-03-27
"1913",28,1018.4,24.8,21.4,19.7,17.8,81,46,"0.0",6.5,"50","14.6",274,5.72857142857143,2015-03-28
"1914",29,1016.2,26.7,22.4,20.1,18.7,80,68,"0.0",6.7,"50","12.3",274,5.72857142857143,2015-03-29
"1915",30,1014.9,25.2,22.8,21.5,20.6,87,84,"0.0",3.8,"50","14",274,5.72857142857143,2015-03-30
"1916",31,1013.9,25.6,23.3,21.9,21.6,90,83,"Trace",1.6,"40","9.9",274,5.72857142857143,2015-03-31
"1917",1,1012.2,27.2,24.4,22.7,22.1,87,80,"0.0",1.5,"150","10",274,5.72857142857143,2015-04-01
"1918",2,1008.5,28.5,25.6,23.6,22.5,84,80,"0.0",2.1,"180","22",274,5.72857142857143,2015-04-02
"1919",3,1007.6,26.9,25.9,25,23,84,82,"Trace",0.5,"170","21.4",274,5.72857142857143,2015-04-03
"1920",4,1009.8,29.4,26.5,25,23.3,83,74,"0.0",2.1,"170","16.9",275,5.92857142857143,2015-04-04
"1921",5,1011.3,30.6,26,24,22.1,80,38,"0.0",10.4,"50","10.7",275,5.92857142857143,2015-04-05
"1922",6,1011.4,29.8,26.5,23.8,22.7,80,32,"Trace",11.1,"30","8.8",275,5.92857142857143,2015-04-06
"1923",7,1013.7,27.1,24.9,22,21.8,83,81,"0.1",4.6,"70","25.9",275,5.92857142857143,2015-04-07
"1924",8,1018.3,22.1,18.9,16.4,14.8,77,92,"10.0",0,"20","29.8",275,5.92857142857143,2015-04-08
"1925",9,1017.8,19.4,18,15.9,16.1,89,94,"1.3",0,"30","26.8",275,5.92857142857143,2015-04-09
"1926",10,1017.9,20,18.2,16.6,16,87,90,"0.7",0,"20","19.8",275,5.92857142857143,2015-04-10
"1927",11,1019.1,17.9,17.1,16.4,16.6,97,100,"52.0",0,"30","26.5",276,5.94285714285714,2015-04-11
"1928",12,1019.6,22.4,19.3,16.5,15.9,81,71,"0.2",3.1,"20","9.8",276,5.94285714285714,2015-04-12
"1929",13,1018.7,27.2,22.4,18.6,13.1,57,9,"0.0",11.1,"10","12.6",276,5.94285714285714,2015-04-13
"1930",14,1018.7,26.6,21.5,18.1,8.3,44,9,"0.0",11.3,"20","18",276,5.94285714285714,2015-04-14
"1931",15,1016.1,27.5,22.1,18.4,12.5,56,15,"0.0",11.5,"180","7.4",276,5.94285714285714,2015-04-15
"1932",16,1015,26.1,22.7,19.6,16.7,69,25,"0.0",11.1,"230","11.5",276,5.94285714285714,2015-04-16
"1933",17,1012.4,27.4,23.7,20.7,18.8,75,52,"0.0",11.2,"140","11.9",276,5.94285714285714,2015-04-17
"1934",18,1010.1,27.2,25.3,23.2,22.7,86,88,"Trace",1.7,"180","22.2",277,5.91428571428571,2015-04-18
"1935",19,1008.6,27.5,26.6,25.8,23.5,83,88,"Trace",0.2,"200","25",277,5.91428571428571,2015-04-19
"1936",20,1008,28.6,26.3,23,23.4,84,88,"0.2",1.1,"210","20.3",277,5.91428571428571,2015-04-20
"1937",21,1012.7,25.7,23.7,22.5,19.1,75,81,"Trace",0.4,"20","20.1",277,5.91428571428571,2015-04-21
"1938",22,1017.1,26.7,23.3,21.7,18.6,75,81,"Trace",4.6,"80","31.4",277,5.91428571428571,2015-04-22
"1939",23,1018.4,23.6,22.6,22.1,16,66,88,"Trace",0,"70","29",277,5.91428571428571,2015-04-23
"1940",24,1017.6,29,24.4,21.6,18.5,70,48,"0.0",8.7,"70","15",277,5.91428571428571,2015-04-24
"1941",25,1017.1,27.2,23.9,22.2,19.6,77,52,"0.0",4.6,"70","20.6",278,6.7,2015-04-25
"1942",26,1016.9,27.9,24.1,22.2,19.5,76,59,"0.0",9.1,"80","20.4",278,6.7,2015-04-26
"1943",27,1014.3,30.3,24.8,21.8,20.7,79,27,"0.0",10.6,"50","13.3",278,6.7,2015-04-27
"1944",28,1011.7,28.9,25.4,23.1,21.3,79,58,"0.0",6.7,"230","10.5",278,6.7,2015-04-28
"1945",29,1011.1,30.1,26.6,24.3,22.7,80,66,"0.0",9.8,"220","16.3",278,6.7,2015-04-29
"1946",30,1011,31.9,27.5,24.9,23.1,78,41,"0.0",10.1,"190","12.2",278,6.7,2015-04-30
"1947",1,1010.3,30.8,27.2,25.4,23.6,81,76,"0.5",5,"120","15",278,6.7,2015-05-01
"1948",2,1009.5,29.8,27.6,26.4,23.7,79,79,"Trace",2.5,"200","22.4",279,6.02857142857143,2015-05-02
"1949",3,1009.7,30.4,28.2,27,24.2,79,81,"Trace",5.2,"210","19.5",279,6.02857142857143,2015-05-03
"1950",4,1010.1,30.7,28.1,26.9,24.2,79,83,"Trace",5.5,"210","19.2",279,6.02857142857143,2015-05-04
"1951",5,1008.9,30.5,27.3,24.3,24,82,86,"3.9",1.6,"200","22.9",279,6.02857142857143,2015-05-05
"1952",6,1008.5,28.9,26.8,24.2,24.3,87,85,"0.6",1.3,"170","19.4",279,6.02857142857143,2015-05-06
"1953",7,1009.7,30.6,28,26.5,24.8,83,81,"0.3",3,"180","15",279,6.02857142857143,2015-05-07
"1954",8,1008.7,30.2,28.2,27.1,24.4,80,84,"0.0",1.4,"180","22.5",279,6.02857142857143,2015-05-08
"1955",9,1008.5,30.5,27.3,24.2,24.1,83,81,"7.3",2.1,"210","21.1",280,6.18571428571429,2015-05-09
"1956",10,1009.7,28.8,26.3,24.3,24.5,90,84,"20.1",1.1,"30","14.1",280,6.18571428571429,2015-05-10
"1957",11,1010.3,29.4,25.6,23.3,24.1,91,85,"51.0",1.9,"110","19.4",280,6.18571428571429,2015-05-11
"1958",12,1012.2,29.5,25.7,22.6,20.9,75,78,"0.0",7.6,"100","16.1",280,6.18571428571429,2015-05-12
"1959",13,1012.2,28.4,26.4,25.2,23.5,84,85,"0.0",4,"100","19.3",280,6.18571428571429,2015-05-13
"1960",14,1012.1,31.9,28.5,26.4,24.3,78,70,"Trace",8.4,"170","12.5",280,6.18571428571429,2015-05-14
"1961",15,1011.4,32.6,29.1,27.1,24.7,78,73,"0.0",6,"200","13.8",280,6.18571428571429,2015-05-15
"1962",16,1009.9,28.6,26.7,24.6,24.5,88,86,"18.4",0.5,"220","13.1",281,6.15714285714286,2015-05-16
"1963",17,1008.3,29.6,26.4,24.5,24,87,86,"5.7",1.4,"230","17.2",281,6.15714285714286,2015-05-17
"1964",18,1007.9,29.3,28.2,26.1,24.7,82,88,"0.9",0.8,"210","23",281,6.15714285714286,2015-05-18
"1965",19,1006.9,29.3,28.6,27.6,25.5,83,88,"1.2",0.4,"210","32.4",281,6.15714285714286,2015-05-19
"1966",20,1006.2,30,27.9,25.2,25.8,88,90,"107.7",0.3,"220","34.3",281,6.15714285714286,2015-05-20
